Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 30/10/2015
TIME       : 11:24:35
FILENAME   : C:\Users\Veldwerk\Desktop\638_Den_Helder\CSV\sws_t2897_151030112434_T2897.CSV
CREATED BY : SWS Diver-Office 6.0.3.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..01-T2897  317.
  Instrument number       =                    
                          =0
  Location                =sws_t2897
  Sample period           =M15
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


[Series settings]
  Serial number           =..01-T2897  317.
  Instrument number       =                    
  Location                =sws_t2897
  Sample period           =00 00:15:00 0
  Sample method           =T   
  Start date / time       =00:00:12 20/08/15
  End date / time         =00:15:12 30/10/15
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


Date/time,Druk[cm],Temperatuur[°C],1:Geleidbaarheid[mS/cm]
2015/09/01 09:15:00,1111.258,19.070,0.864
2015/09/01 09:30:00,1111.433,19.070,0.864
2015/09/01 09:45:00,1111.433,19.067,0.868
2015/09/01 10:00:00,1111.433,19.060,0.868
2015/09/01 10:15:00,1111.550,19.060,0.872
2015/09/01 10:30:00,1111.725,19.060,0.872
2015/09/01 10:45:00,1112.075,19.053,0.872
2015/09/01 11:00:00,1111.725,19.053,0.876
2015/09/01 11:15:00,1111.725,19.053,0.876
2015/09/01 11:30:00,1111.900,19.050,0.880
2015/09/01 11:45:00,1112.250,19.050,0.880
2015/09/01 12:00:00,1113.067,19.047,0.884
2015/09/01 12:15:00,1113.533,19.043,0.884
2015/09/01 12:30:00,1113.883,19.043,0.888
2015/09/01 12:45:00,1114.175,19.043,0.892
2015/09/01 13:00:00,1115.342,19.040,0.892
2015/09/01 13:15:00,1115.167,19.037,0.896
2015/09/01 13:30:00,1115.167,19.037,0.896
2015/09/01 13:45:00,1115.167,19.037,0.896
2015/09/01 14:00:00,1115.517,19.033,0.900
2015/09/01 14:15:00,1115.517,19.037,0.900
2015/09/01 14:30:00,1115.342,19.033,0.900
2015/09/01 14:45:00,1115.342,19.033,0.900
2015/09/01 15:00:00,1115.167,19.033,0.904
2015/09/01 15:15:00,1115.167,19.037,0.904
2015/09/01 15:30:00,1114.875,19.033,0.904
2015/09/01 15:45:00,1114.700,19.033,0.904
2015/09/01 16:00:00,1114.700,19.037,0.904
2015/09/01 16:15:00,1114.700,19.033,0.908
2015/09/01 16:30:00,1114.525,19.033,0.908
2015/09/01 16:45:00,1114.525,19.033,0.908
2015/09/01 17:00:00,1114.525,19.030,0.908
2015/09/01 17:15:00,1114.350,19.030,0.908
2015/09/01 17:30:00,1114.350,19.027,0.908
2015/09/01 17:45:00,1114.525,19.030,0.912
2015/09/01 18:00:00,1114.350,19.030,0.912
2015/09/01 18:15:00,1114.350,19.027,0.912
2015/09/01 18:30:00,1114.700,19.027,0.912
2015/09/01 18:45:00,1114.700,19.027,0.912
2015/09/01 19:00:00,1114.525,19.027,0.912
2015/09/01 19:15:00,1114.700,19.027,0.912
2015/09/01 19:30:00,1115.167,19.020,0.916
2015/09/01 19:45:00,1115.342,19.023,0.916
2015/09/01 20:00:00,1115.633,19.023,0.916
2015/09/01 20:15:00,1115.692,19.020,0.920
2015/09/01 20:30:00,1115.983,19.020,0.920
2015/09/01 20:45:00,1116.333,19.020,0.920
2015/09/01 21:00:00,1116.450,19.017,0.920
2015/09/01 21:15:00,1116.625,19.017,0.920
2015/09/01 21:30:00,1116.800,19.013,0.924
2015/09/01 21:45:00,1117.325,19.010,0.924
2015/09/01 22:00:00,1117.792,19.007,0.924
2015/09/01 22:15:00,1117.967,19.007,0.928
2015/09/01 22:30:00,1118.608,19.007,0.928
2015/09/01 22:45:00,1118.608,19.013,0.928
2015/09/01 23:00:00,1118.958,19.010,0.928
2015/09/01 23:15:00,1119.600,19.010,0.932
2015/09/01 23:30:00,1119.892,19.007,0.932
2015/09/01 23:45:00,1120.533,19.007,0.932
2015/09/02 00:00:00,1120.708,19.003,0.936
2015/09/02 00:15:00,1121.408,19.010,0.936
2015/09/02 00:30:00,1121.525,19.017,0.940
2015/09/02 00:45:00,1121.525,19.020,0.940
2015/09/02 01:00:00,1122.050,19.017,0.940
2015/09/02 01:15:00,1121.875,19.013,0.940
2015/09/02 01:30:00,1121.350,19.013,0.944
2015/09/02 01:45:00,1121.700,19.007,0.944
2015/09/02 02:00:00,1122.050,19.003,0.944
2015/09/02 02:15:00,1121.875,19.003,0.948
2015/09/02 02:30:00,1121.700,19.003,0.948
2015/09/02 02:45:00,1121.525,19.003,0.948
2015/09/02 03:00:00,1121.700,19.007,0.952
2015/09/02 03:15:00,1121.700,19.003,0.952
2015/09/02 03:30:00,1121.700,19.007,0.952
2015/09/02 03:45:00,1122.342,19.003,0.952
2015/09/02 04:00:00,1122.167,19.007,0.956
2015/09/02 04:15:00,1122.167,19.003,0.956
2015/09/02 04:30:00,1121.700,19.010,0.956
2015/09/02 04:45:00,1120.533,19.023,0.956
2015/09/02 05:00:00,1118.433,19.043,0.956
2015/09/02 05:15:00,1117.792,19.040,0.956
2015/09/02 05:30:00,1116.975,19.033,0.956
2015/09/02 05:45:00,1116.158,19.040,0.956
2015/09/02 06:00:00,1114.992,19.043,0.956
2015/09/02 06:15:00,1114.350,19.037,0.956
2015/09/02 06:30:00,1114.525,19.023,0.952
2015/09/02 06:45:00,1114.350,19.023,0.952
2015/09/02 07:00:00,1114.350,19.027,0.956
2015/09/02 07:15:00,1114.350,19.027,0.952
2015/09/02 07:30:00,1115.342,19.017,0.952
2015/09/02 07:45:00,1115.342,19.013,0.952
2015/09/02 08:00:00,1115.167,19.010,0.952
2015/09/02 08:15:00,1116.158,19.010,0.952
2015/09/02 08:30:00,1116.158,19.007,0.952
2015/09/02 08:45:00,1116.333,19.000,0.948
2015/09/02 09:00:00,1116.800,19.007,0.948
2015/09/02 09:15:00,1116.975,19.013,0.948
2015/09/02 09:30:00,1117.325,19.010,0.948
2015/09/02 09:45:00,1117.967,19.010,0.948
2015/09/02 10:00:00,1118.608,19.007,0.948
2015/09/02 10:15:00,1119.075,19.007,0.948
2015/09/02 10:30:00,1119.717,19.007,0.948
2015/09/02 10:45:00,1120.417,19.007,0.952
2015/09/02 11:00:00,1120.883,19.007,0.952
2015/09/02 11:15:00,1121.525,19.007,0.952
2015/09/02 11:30:00,1122.050,19.007,0.952
2015/09/02 11:45:00,1122.167,19.003,0.952
2015/09/02 12:00:00,1122.342,19.003,0.952
2015/09/02 12:15:00,1122.867,19.003,0.952
2015/09/02 12:30:00,1122.167,19.007,0.952
2015/09/02 12:45:00,1121.875,19.003,0.952
2015/09/02 13:00:00,1122.050,19.007,0.956
2015/09/02 13:15:00,1122.167,18.993,0.956
2015/09/02 13:30:00,1121.875,19.000,0.956
2015/09/02 13:45:00,1121.233,19.003,0.956
2015/09/02 14:00:00,1121.058,19.000,0.956
2015/09/02 14:15:00,1121.875,18.997,0.960
2015/09/02 14:30:00,1121.408,19.000,0.960
2015/09/02 14:45:00,1121.058,19.000,0.960
2015/09/02 15:00:00,1120.592,19.000,0.960
2015/09/02 15:15:00,1119.892,19.007,0.960
2015/09/02 15:30:00,1119.600,19.003,0.960
2015/09/02 15:45:00,1119.425,19.003,0.960
2015/09/02 16:00:00,1119.250,19.007,0.964
2015/09/02 16:15:00,1118.783,19.007,0.964
2015/09/02 16:30:00,1118.083,19.007,0.964
2015/09/02 16:45:00,1118.083,19.007,0.964
2015/09/02 17:00:00,1117.792,19.003,0.964
2015/09/02 17:15:00,1117.442,19.003,0.964
2015/09/02 17:30:00,1117.617,19.000,0.964
2015/09/02 17:45:00,1117.617,18.997,0.964
2015/09/02 18:00:00,1117.617,18.997,0.964
2015/09/02 18:15:00,1117.442,19.000,0.964
2015/09/02 18:30:00,1117.617,18.997,0.964
2015/09/02 18:45:00,1117.792,18.997,0.964
2015/09/02 19:00:00,1118.258,18.993,0.964
2015/09/02 19:15:00,1118.433,18.993,0.964
2015/09/02 19:30:00,1118.783,18.990,0.964
2015/09/02 19:45:00,1119.425,18.987,0.964
2015/09/02 20:00:00,1119.600,18.990,0.964
2015/09/02 20:15:00,1119.892,18.987,0.960
2015/09/02 20:30:00,1119.892,18.993,0.960
2015/09/02 20:45:00,1120.242,18.993,0.960
2015/09/02 21:00:00,1120.242,19.000,0.964
2015/09/02 21:15:00,1120.067,19.003,0.960
2015/09/02 21:30:00,1119.600,18.997,0.960
2015/09/02 21:45:00,1119.717,18.993,0.960
2015/09/02 22:00:00,1119.892,18.990,0.964
2015/09/02 22:15:00,1119.600,18.993,0.960
2015/09/02 22:30:00,1119.600,18.990,0.960
2015/09/02 22:45:00,1120.067,18.993,0.960
2015/09/02 23:00:00,1120.242,18.993,0.964
2015/09/02 23:15:00,1120.533,18.990,0.960
2015/09/02 23:30:00,1121.233,18.977,0.960
2015/09/02 23:45:00,1121.525,18.987,0.964
2015/09/03 00:00:00,1121.875,18.990,0.964
2015/09/03 00:15:00,1121.875,18.993,0.964
2015/09/03 00:30:00,1121.700,19.000,0.964
2015/09/03 00:45:00,1121.875,19.000,0.964
2015/09/03 01:00:00,1122.050,18.993,0.964
2015/09/03 01:15:00,1122.342,18.993,0.964
2015/09/03 01:30:00,1122.167,18.990,0.964
2015/09/03 01:45:00,1122.050,18.987,0.964
2015/09/03 02:00:00,1122.225,18.987,0.964
2015/09/03 02:15:00,1122.342,18.987,0.964
2015/09/03 02:30:00,1122.517,18.983,0.964
2015/09/03 02:45:00,1122.050,18.987,0.964
2015/09/03 03:00:00,1121.700,18.987,0.964
2015/09/03 03:15:00,1121.525,18.987,0.964
2015/09/03 03:30:00,1121.058,18.987,0.968
2015/09/03 03:45:00,1120.883,18.987,0.968
2015/09/03 04:00:00,1120.883,18.987,0.968
2015/09/03 04:15:00,1120.417,18.987,0.968
2015/09/03 04:30:00,1120.242,18.987,0.968
2015/09/03 04:45:00,1120.242,18.987,0.968
2015/09/03 05:00:00,1120.242,18.983,0.968
2015/09/03 05:15:00,1119.892,18.980,0.968
2015/09/03 05:30:00,1119.075,18.983,0.968
2015/09/03 05:45:00,1118.783,19.003,0.968
2015/09/03 06:00:00,1116.800,19.017,0.968
2015/09/03 06:15:00,1115.808,19.007,0.964
2015/09/03 06:30:00,1115.167,18.993,0.964
2015/09/03 06:45:00,1114.350,19.007,0.964
2015/09/03 07:00:00,1114.000,19.017,0.960
2015/09/03 07:15:00,1114.525,19.007,0.960
2015/09/03 07:30:00,1115.808,18.990,0.960
2015/09/03 07:45:00,1116.975,18.983,0.960
2015/09/03 08:00:00,1117.967,18.977,0.960
2015/09/03 08:15:00,1119.250,18.973,0.960
2015/09/03 08:30:00,1117.617,18.980,0.960
2015/09/03 08:45:00,1116.333,18.993,0.960
2015/09/03 09:00:00,1115.633,18.993,0.956
2015/09/03 09:15:00,1114.875,18.973,0.956
2015/09/03 09:30:00,1114.350,18.960,0.956
2015/09/03 09:45:00,1113.708,18.957,0.952
2015/09/03 10:00:00,1113.883,18.960,0.952
2015/09/03 10:15:00,1113.183,18.970,0.952
2015/09/03 10:30:00,1112.250,18.960,0.952
2015/09/03 10:45:00,1112.250,18.957,0.952
2015/09/03 11:00:00,1115.633,18.947,0.952
2015/09/03 11:15:00,1116.450,18.947,0.952
2015/09/03 11:30:00,1117.442,18.933,0.952
2015/09/03 11:45:00,1118.433,18.920,0.952
2015/09/03 12:00:00,1119.775,18.917,0.952
2015/09/03 12:15:00,1120.883,18.920,0.952
2015/09/03 12:30:00,1121.408,18.927,0.952
2015/09/03 12:45:00,1122.050,18.933,0.952
2015/09/03 13:00:00,1121.875,18.940,0.948
2015/09/03 13:15:00,1122.867,18.953,0.948
2015/09/03 13:30:00,1122.692,18.950,0.948
2015/09/03 13:45:00,1122.983,18.943,0.948
2015/09/03 14:00:00,1123.158,18.940,0.948
2015/09/03 14:15:00,1124.150,18.930,0.948
2015/09/03 14:30:00,1124.500,18.940,0.944
2015/09/03 14:45:00,1124.967,18.903,0.944
2015/09/03 15:00:00,1125.142,18.897,0.944
2015/09/03 15:15:00,1124.325,18.893,0.944
2015/09/03 15:30:00,1123.683,18.907,0.944
2015/09/03 15:45:00,1123.333,18.913,0.944
2015/09/03 16:00:00,1122.867,18.927,0.944
2015/09/03 16:15:00,1121.875,18.943,0.944
2015/09/03 16:30:00,1121.525,18.950,0.944
2015/09/03 16:45:00,1122.050,18.940,0.944
2015/09/03 17:00:00,1121.875,18.930,0.944
2015/09/03 17:15:00,1119.892,18.937,0.944
2015/09/03 17:30:00,1118.958,18.937,0.944
2015/09/03 17:45:00,1118.783,18.930,0.944
2015/09/03 18:00:00,1117.967,18.920,0.944
2015/09/03 18:15:00,1117.442,18.923,0.944
2015/09/03 18:30:00,1117.150,18.930,0.944
2015/09/03 18:45:00,1115.808,18.930,0.944
2015/09/03 19:00:00,1115.167,18.907,0.944
2015/09/03 19:15:00,1114.700,18.897,0.940
2015/09/03 19:30:00,1114.175,18.907,0.940
2015/09/03 19:45:00,1113.708,18.923,0.940
2015/09/03 20:00:00,1113.358,18.923,0.940
2015/09/03 20:15:00,1112.542,18.913,0.940
2015/09/03 20:30:00,1112.075,18.907,0.940
2015/09/03 20:45:00,1111.725,18.903,0.940
2015/09/03 21:00:00,1111.550,18.897,0.940
2015/09/03 21:15:00,1111.433,18.897,0.940
2015/09/03 21:30:00,1111.433,18.897,0.940
2015/09/03 21:45:00,1111.258,18.893,0.940
2015/09/03 22:00:00,1111.258,18.890,0.940
2015/09/03 22:15:00,1111.258,18.887,0.940
2015/09/03 22:30:00,1110.908,18.890,0.940
2015/09/03 22:45:00,1110.908,18.890,0.940
2015/09/03 23:00:00,1110.733,18.893,0.940
2015/09/03 23:15:00,1110.733,18.897,0.940
2015/09/03 23:30:00,1110.617,18.900,0.940
2015/09/03 23:45:00,1110.442,18.893,0.936
2015/09/04 00:00:00,1110.617,18.900,0.936
2015/09/04 00:15:00,1110.442,18.900,0.936
2015/09/04 00:30:00,1110.442,18.903,0.936
2015/09/04 00:45:00,1110.442,18.903,0.936
2015/09/04 01:00:00,1110.267,18.903,0.936
2015/09/04 01:15:00,1112.250,18.903,0.936
2015/09/04 01:30:00,1121.700,18.897,0.932
2015/09/04 01:45:00,1112.367,18.527,0.920
2015/09/04 02:00:00,1110.617,18.603,0.924
2015/09/04 02:15:00,1110.442,18.663,0.924
2015/09/04 02:30:00,1109.917,18.473,0.920
2015/09/04 02:45:00,1112.075,18.263,0.912
2015/09/04 03:00:00,1109.800,18.153,0.904
2015/09/04 03:15:00,1109.450,18.150,0.904
2015/09/04 03:30:00,1110.733,18.137,0.900
2015/09/04 03:45:00,1109.450,18.090,0.896
2015/09/04 04:00:00,1109.450,18.057,0.896
2015/09/04 04:15:00,1109.275,18.047,0.892
2015/09/04 04:30:00,1109.100,18.053,0.888
2015/09/04 04:45:00,1108.925,18.047,0.880
2015/09/04 05:00:00,1108.808,18.057,0.880
2015/09/04 05:15:00,1108.983,18.067,0.876
2015/09/04 05:30:00,1108.808,18.093,0.872
2015/09/04 05:45:00,1108.983,18.120,0.868
2015/09/04 06:00:00,1108.633,18.133,0.864
2015/09/04 06:15:00,1108.808,18.153,0.860
2015/09/04 06:30:00,1108.633,18.173,0.856
2015/09/04 06:45:00,1108.458,18.197,0.852
2015/09/04 07:00:00,1108.633,18.223,0.848
2015/09/04 07:15:00,1108.283,18.240,0.848
2015/09/04 07:30:00,1108.283,18.257,0.844
2015/09/04 07:45:00,1108.458,18.277,0.844
2015/09/04 08:00:00,1108.458,18.290,0.844
2015/09/04 08:15:00,1108.167,18.303,0.844
2015/09/04 08:30:00,1108.633,18.323,0.840
2015/09/04 08:45:00,1108.283,18.350,0.840
2015/09/04 09:00:00,1108.633,18.370,0.840
2015/09/04 09:15:00,1108.283,18.397,0.840
2015/09/04 09:30:00,1108.458,18.420,0.840
2015/09/04 09:45:00,1108.283,18.437,0.844
2015/09/04 10:00:00,1108.458,18.460,0.844
2015/09/04 10:15:00,1108.283,18.477,0.844
2015/09/04 10:30:00,1108.283,18.493,0.844
2015/09/04 10:45:00,1108.283,18.510,0.844
2015/09/04 11:00:00,1108.808,18.527,0.844
2015/09/04 11:15:00,1108.633,18.543,0.844
2015/09/04 11:30:00,1108.808,18.560,0.848
2015/09/04 11:45:00,1108.633,18.570,0.848
2015/09/04 12:00:00,1116.625,18.590,0.848
2015/09/04 12:15:00,1110.908,18.420,0.844
2015/09/04 12:30:00,1114.350,18.433,0.844
2015/09/04 12:45:00,1109.917,18.397,0.840
2015/09/04 13:00:00,1108.633,18.343,0.840
2015/09/04 13:15:00,1114.992,18.057,0.828
2015/09/04 13:30:00,1115.167,17.677,0.812
2015/09/04 13:45:00,1110.442,17.397,0.796
2015/09/04 14:00:00,1108.808,17.380,0.784
2015/09/04 14:15:00,1108.283,17.373,0.780
2015/09/04 14:30:00,1108.108,17.317,0.776
2015/09/04 14:45:00,1108.108,17.267,0.768
2015/09/04 15:00:00,1108.283,17.240,0.768
2015/09/04 15:15:00,1108.283,17.227,0.764
2015/09/04 15:30:00,1108.167,17.227,0.760
2015/09/04 15:45:00,1108.458,17.237,0.756
2015/09/04 16:00:00,1108.458,17.253,0.752
2015/09/04 16:15:00,1108.458,17.307,0.748
2015/09/04 16:30:00,1108.633,17.340,0.740
2015/09/04 16:45:00,1108.633,17.363,0.732
2015/09/04 17:00:00,1108.458,17.403,0.724
2015/09/04 17:15:00,1108.633,17.450,0.720
2015/09/04 17:30:00,1108.633,17.513,0.712
2015/09/04 17:45:00,1108.808,17.570,0.708
2015/09/04 18:00:00,1108.925,17.623,0.704
2015/09/04 18:15:00,1108.808,17.677,0.700
2015/09/04 18:30:00,1108.808,17.727,0.696
2015/09/04 18:45:00,1108.983,17.763,0.696
2015/09/04 19:00:00,1109.100,17.803,0.692
2015/09/04 19:15:00,1109.100,17.843,0.692
2015/09/04 19:30:00,1109.275,17.880,0.692
2015/09/04 19:45:00,1109.450,17.913,0.692
2015/09/04 20:00:00,1109.625,17.953,0.696
2015/09/04 20:15:00,1109.625,17.997,0.696
2015/09/04 20:30:00,1109.917,18.037,0.700
2015/09/04 20:45:00,1110.267,18.073,0.704
2015/09/04 21:00:00,1110.442,18.110,0.704
2015/09/04 21:15:00,1110.617,18.143,0.712
2015/09/04 21:30:00,1110.908,18.177,0.720
2015/09/04 21:45:00,1111.083,18.203,0.724
2015/09/04 22:00:00,1111.433,18.233,0.732
2015/09/04 22:15:00,1111.550,18.257,0.740
2015/09/04 22:30:00,1111.725,18.280,0.748
2015/09/04 22:45:00,1111.725,18.307,0.752
2015/09/04 23:00:00,1111.900,18.327,0.760
2015/09/04 23:15:00,1112.075,18.350,0.768
2015/09/04 23:30:00,1112.075,18.367,0.776
2015/09/04 23:45:00,1112.075,18.383,0.780
2015/09/05 00:00:00,1112.367,18.403,0.784
2015/09/05 00:15:00,1112.367,18.420,0.788
2015/09/05 00:30:00,1112.367,18.433,0.792
2015/09/05 00:45:00,1112.367,18.450,0.796
2015/09/05 01:00:00,1112.717,18.463,0.800
2015/09/05 01:15:00,1112.717,18.477,0.804
2015/09/05 01:30:00,1112.717,18.487,0.808
2015/09/05 01:45:00,1112.892,18.500,0.808
2015/09/05 02:00:00,1112.892,18.510,0.812
2015/09/05 02:15:00,1112.892,18.513,0.816
2015/09/05 02:30:00,1112.892,18.527,0.820
2015/09/05 02:45:00,1113.067,18.537,0.824
2015/09/05 03:00:00,1113.067,18.543,0.828
2015/09/05 03:15:00,1113.183,18.550,0.832
2015/09/05 03:30:00,1113.183,18.557,0.832
2015/09/05 03:45:00,1113.183,18.563,0.836
2015/09/05 04:00:00,1113.358,18.570,0.840
2015/09/05 04:15:00,1113.067,18.573,0.844
2015/09/05 04:30:00,1113.067,18.580,0.848
2015/09/05 04:45:00,1113.067,18.587,0.848
2015/09/05 05:00:00,1112.717,18.590,0.852
2015/09/05 05:15:00,1112.892,18.593,0.852
2015/09/05 05:30:00,1112.717,18.597,0.856
2015/09/05 05:45:00,1112.717,18.603,0.860
2015/09/05 06:00:00,1112.542,18.610,0.860
2015/09/05 06:15:00,1112.542,18.613,0.864
2015/09/05 06:30:00,1112.367,18.617,0.864
2015/09/05 06:45:00,1112.367,18.620,0.868
2015/09/05 07:00:00,1112.542,18.620,0.868
2015/09/05 07:15:00,1112.892,18.623,0.872
2015/09/05 07:30:00,1112.717,18.627,0.872
2015/09/05 07:45:00,1112.717,18.630,0.876
2015/09/05 08:00:00,1113.067,18.633,0.876
2015/09/05 08:15:00,1113.067,18.633,0.880
2015/09/05 08:30:00,1113.708,18.637,0.880
2015/09/05 08:45:00,1113.708,18.633,0.880
2015/09/05 09:00:00,1113.358,18.617,0.884
2015/09/05 09:15:00,1113.708,18.613,0.884
2015/09/05 09:30:00,1113.533,18.627,0.884
2015/09/05 09:45:00,1113.708,18.643,0.884
2015/09/05 10:00:00,1113.883,18.653,0.884
2015/09/05 10:15:00,1114.000,18.650,0.884
2015/09/05 10:30:00,1114.000,18.637,0.888
2015/09/05 10:45:00,1114.175,18.620,0.888
2015/09/05 11:00:00,1114.350,18.617,0.888
2015/09/05 11:15:00,1114.700,18.613,0.888
2015/09/05 11:30:00,1114.525,18.603,0.892
2015/09/05 11:45:00,1114.817,18.603,0.892
2015/09/05 12:00:00,1114.875,18.607,0.892
2015/09/05 12:15:00,1114.875,18.607,0.892
2015/09/05 12:30:00,1115.167,18.610,0.892
2015/09/05 12:45:00,1115.517,18.617,0.896
2015/09/05 13:00:00,1115.517,18.620,0.896
2015/09/05 13:15:00,1115.633,18.617,0.896
2015/09/05 13:30:00,1115.808,18.623,0.896
2015/09/05 13:45:00,1115.692,18.630,0.900
2015/09/05 14:00:00,1115.983,18.630,0.900
2015/09/05 14:15:00,1116.158,18.630,0.900
2015/09/05 14:30:00,1116.158,18.630,0.900
2015/09/05 14:45:00,1116.158,18.630,0.904
2015/09/05 15:00:00,1116.450,18.633,0.904
2015/09/05 15:15:00,1116.450,18.633,0.904
2015/09/05 15:30:00,1116.508,18.630,0.904
2015/09/05 15:45:00,1116.450,18.633,0.908
2015/09/05 16:00:00,1116.800,18.637,0.908
2015/09/05 16:15:00,1116.800,18.633,0.908
2015/09/05 16:30:00,1116.800,18.637,0.908
2015/09/05 16:45:00,1116.975,18.637,0.912
2015/09/05 17:00:00,1116.975,18.637,0.912
2015/09/05 17:15:00,1116.975,18.633,0.912
2015/09/05 17:30:00,1117.150,18.637,0.912
2015/09/05 17:45:00,1117.150,18.633,0.916
2015/09/05 18:00:00,1117.267,18.637,0.916
2015/09/05 18:15:00,1117.267,18.637,0.916
2015/09/05 18:30:00,1117.267,18.637,0.920
2015/09/05 18:45:00,1117.617,18.637,0.920
2015/09/05 19:00:00,1117.617,18.637,0.920
2015/09/05 19:15:00,1117.442,18.637,0.920
2015/09/05 19:30:00,1117.617,18.633,0.924
2015/09/05 19:45:00,1117.617,18.637,0.924
2015/09/05 20:00:00,1117.967,18.637,0.924
2015/09/05 20:15:00,1118.083,18.633,0.924
2015/09/05 20:30:00,1118.258,18.633,0.924
2015/09/05 20:45:00,1118.083,18.637,0.928
2015/09/05 21:00:00,1118.258,18.633,0.928
2015/09/05 21:15:00,1118.433,18.633,0.928
2015/09/05 21:30:00,1118.258,18.630,0.928
2015/09/05 21:45:00,1118.258,18.630,0.928
2015/09/05 22:00:00,1118.433,18.627,0.932
2015/09/05 22:15:00,1118.433,18.627,0.932
2015/09/05 22:30:00,1118.433,18.627,0.932
2015/09/05 22:45:00,1118.608,18.627,0.932
2015/09/05 23:00:00,1118.608,18.627,0.932
2015/09/05 23:15:00,1118.900,18.623,0.932
2015/09/05 23:30:00,1119.075,18.620,0.932
2015/09/05 23:45:00,1118.900,18.623,0.932
2015/09/06 00:00:00,1118.783,18.620,0.936
2015/09/06 00:15:00,1118.900,18.617,0.936
2015/09/06 00:30:00,1118.900,18.613,0.936
2015/09/06 00:45:00,1118.900,18.617,0.936
2015/09/06 01:00:00,1118.900,18.613,0.936
2015/09/06 01:15:00,1118.900,18.613,0.936
2015/09/06 01:30:00,1119.075,18.610,0.936
2015/09/06 01:45:00,1119.250,18.607,0.936
2015/09/06 02:00:00,1119.075,18.603,0.936
2015/09/06 02:15:00,1119.075,18.603,0.936
2015/09/06 02:30:00,1119.250,18.600,0.936
2015/09/06 02:45:00,1119.250,18.603,0.936
2015/09/06 03:00:00,1119.250,18.600,0.940
2015/09/06 03:15:00,1119.425,18.597,0.940
2015/09/06 03:30:00,1119.600,18.600,0.940
2015/09/06 03:45:00,1119.250,18.600,0.940
2015/09/06 04:00:00,1119.250,18.600,0.940
2015/09/06 04:15:00,1119.425,18.597,0.940
2015/09/06 04:30:00,1119.600,18.600,0.940
2015/09/06 04:45:00,1119.717,18.593,0.940
2015/09/06 05:00:00,1119.717,18.593,0.940
2015/09/06 05:15:00,1119.717,18.590,0.940
2015/09/06 05:30:00,1119.600,18.590,0.940
2015/09/06 05:45:00,1119.600,18.587,0.940
2015/09/06 06:00:00,1119.892,18.583,0.944
2015/09/06 06:15:00,1119.892,18.583,0.944
2015/09/06 06:30:00,1120.067,18.583,0.944
2015/09/06 06:45:00,1120.067,18.580,0.944
2015/09/06 07:00:00,1120.242,18.580,0.944
2015/09/06 07:15:00,1120.533,18.580,0.944
2015/09/06 07:30:00,1120.417,18.577,0.944
2015/09/06 07:45:00,1120.883,18.577,0.944
2015/09/06 08:00:00,1121.058,18.573,0.944
2015/09/06 08:15:00,1121.233,18.570,0.944
2015/09/06 08:30:00,1121.700,18.570,0.944
2015/09/06 08:45:00,1121.350,18.567,0.944
2015/09/06 09:00:00,1121.525,18.567,0.948
2015/09/06 09:15:00,1121.700,18.563,0.948
2015/09/06 09:30:00,1121.875,18.563,0.948
2015/09/06 09:45:00,1121.875,18.563,0.948
2015/09/06 10:00:00,1122.225,18.560,0.948
2015/09/06 10:15:00,1122.167,18.557,0.948
2015/09/06 10:30:00,1122.342,18.557,0.948
2015/09/06 10:45:00,1122.692,18.553,0.948
2015/09/06 11:00:00,1122.692,18.553,0.948
2015/09/06 11:15:00,1122.692,18.553,0.948
2015/09/06 11:30:00,1122.692,18.550,0.948
2015/09/06 11:45:00,1123.158,18.547,0.948
2015/09/06 12:00:00,1123.333,18.547,0.952
2015/09/06 12:15:00,1123.333,18.543,0.948
2015/09/06 12:30:00,1123.333,18.543,0.952
2015/09/06 12:45:00,1123.508,18.540,0.952
2015/09/06 13:00:00,1123.800,18.540,0.952
2015/09/06 13:15:00,1123.683,18.540,0.952
2015/09/06 13:30:00,1123.800,18.540,0.952
2015/09/06 13:45:00,1123.858,18.537,0.952
2015/09/06 14:00:00,1123.975,18.537,0.952
2015/09/06 14:15:00,1124.325,18.533,0.952
2015/09/06 14:30:00,1124.325,18.533,0.952
2015/09/06 14:45:00,1124.325,18.533,0.952
2015/09/06 15:00:00,1124.500,18.533,0.952
2015/09/06 15:15:00,1124.500,18.527,0.952
2015/09/06 15:30:00,1124.500,18.527,0.952
