Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 30/10/2015
TIME       : 11:24:35
FILENAME   : C:\Users\Veldwerk\Desktop\638_Den_Helder\CSV\sws_t2897_151030112434_T2897.CSV
CREATED BY : SWS Diver-Office 6.0.3.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..01-T2897  317.
  Instrument number       =                    
                          =0
  Location                =sws_t2897
  Sample period           =M15
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


[Series settings]
  Serial number           =..01-T2897  317.
  Instrument number       =                    
  Location                =sws_t2897
  Sample period           =00 00:15:00 0
  Sample method           =T   
  Start date / time       =00:00:12 20/08/15
  End date / time         =00:15:12 30/10/15
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


Date/time,Druk[cm],Temperatuur[°C],1:Geleidbaarheid[mS/cm]
2015/08/21 00:30:00,1137.217,18.837,0.960
2015/08/21 00:45:00,1137.567,18.837,0.960
2015/08/21 01:00:00,1137.742,18.840,0.964
2015/08/21 01:15:00,1137.742,18.840,0.968
2015/08/21 01:30:00,1137.567,18.840,0.968
2015/08/21 01:45:00,1137.683,18.847,0.972
2015/08/21 02:00:00,1137.508,18.847,0.972
2015/08/21 02:15:00,1136.925,18.853,0.976
2015/08/21 02:30:00,1136.750,18.857,0.976
2015/08/21 02:45:00,1136.575,18.857,0.980
2015/08/21 03:00:00,1136.575,18.857,0.980
2015/08/21 03:15:00,1136.225,18.850,0.980
2015/08/21 03:30:00,1135.933,18.843,0.980
2015/08/21 03:45:00,1136.050,18.847,0.980
2015/08/21 04:00:00,1135.583,18.847,0.980
2015/08/21 04:15:00,1133.308,18.867,0.972
2015/08/21 04:30:00,1131.033,18.873,0.968
2015/08/21 04:45:00,1129.225,18.860,0.960
2015/08/21 05:00:00,1128.058,18.847,0.960
2015/08/21 05:15:00,1127.300,18.857,0.960
2015/08/21 05:30:00,1126.250,18.853,0.952
2015/08/21 05:45:00,1125.433,18.847,0.948
2015/08/21 06:00:00,1124.500,18.843,0.948
2015/08/21 06:15:00,1123.800,18.840,0.948
2015/08/21 06:30:00,1122.983,18.840,0.948
2015/08/21 06:45:00,1122.867,18.843,0.948
2015/08/21 07:00:00,1122.983,18.840,0.948
2015/08/21 07:15:00,1123.158,18.833,0.948
2015/08/21 07:30:00,1123.158,18.833,0.948
2015/08/21 07:45:00,1123.333,18.827,0.944
2015/08/21 08:00:00,1123.975,18.820,0.944
2015/08/21 08:15:00,1125.317,18.810,0.944
2015/08/21 08:30:00,1126.775,18.803,0.948
2015/08/21 08:45:00,1127.767,18.797,0.948
2015/08/21 09:00:00,1128.758,18.797,0.948
2015/08/21 09:15:00,1129.225,18.797,0.948
2015/08/21 09:30:00,1129.867,18.793,0.948
2015/08/21 09:45:00,1130.567,18.787,0.948
2015/08/21 10:00:00,1131.208,18.787,0.948
2015/08/21 10:15:00,1131.208,18.783,0.952
2015/08/21 10:30:00,1132.492,18.770,0.956
2015/08/21 10:45:00,1133.017,18.773,0.956
2015/08/21 11:00:00,1133.017,18.773,0.960
2015/08/21 11:15:00,1134.125,18.767,0.960
2015/08/21 11:30:00,1134.942,18.770,0.964
2015/08/21 11:45:00,1135.292,18.767,0.964
2015/08/21 12:00:00,1135.758,18.763,0.968
2015/08/21 12:15:00,1136.575,18.763,0.968
2015/08/21 12:30:00,1137.217,18.770,0.968
2015/08/21 12:45:00,1137.742,18.773,0.972
2015/08/21 13:00:00,1138.033,18.770,0.972
2015/08/21 13:15:00,1138.033,18.763,0.976
2015/08/21 13:30:00,1139.025,18.763,0.976
2015/08/21 13:45:00,1138.850,18.767,0.980
2015/08/21 14:00:00,1138.733,18.763,0.980
2015/08/21 14:15:00,1138.558,18.763,0.984
2015/08/21 14:30:00,1137.742,18.777,0.984
2015/08/21 14:45:00,1137.567,18.777,0.988
2015/08/21 15:00:00,1137.567,18.777,0.992
2015/08/21 15:15:00,1137.217,18.780,0.992
2015/08/21 15:30:00,1136.225,18.790,0.996
2015/08/21 15:45:00,1136.225,18.793,0.996
2015/08/21 16:00:00,1135.758,18.793,0.996
2015/08/21 16:15:00,1135.117,18.793,0.996
2015/08/21 16:30:00,1134.300,18.797,0.992
2015/08/21 16:45:00,1132.025,18.807,0.988
2015/08/21 17:00:00,1130.217,18.810,0.980
2015/08/21 17:15:00,1128.700,18.800,0.972
2015/08/21 17:30:00,1127.242,18.790,0.972
2015/08/21 17:45:00,1126.250,18.800,0.968
2015/08/21 18:00:00,1125.608,18.793,0.964
2015/08/21 18:15:00,1124.617,18.780,0.960
2015/08/21 18:30:00,1123.508,18.783,0.960
2015/08/21 18:45:00,1122.517,18.780,0.960
2015/08/21 19:00:00,1122.342,18.777,0.956
2015/08/21 19:15:00,1122.167,18.780,0.956
2015/08/21 19:30:00,1122.167,18.780,0.956
2015/08/21 19:45:00,1122.167,18.780,0.952
2015/08/21 20:00:00,1122.692,18.777,0.952
2015/08/21 20:15:00,1123.975,18.763,0.952
2015/08/21 20:30:00,1124.967,18.753,0.952
2015/08/21 20:45:00,1125.608,18.747,0.952
2015/08/21 21:00:00,1125.958,18.747,0.948
2015/08/21 21:15:00,1126.425,18.753,0.948
2015/08/21 21:30:00,1126.950,18.750,0.948
2015/08/21 21:45:00,1127.883,18.747,0.948
2015/08/21 22:00:00,1127.767,18.737,0.952
2015/08/21 22:15:00,1128.058,18.740,0.952
2015/08/21 22:30:00,1129.050,18.740,0.952
2015/08/21 22:45:00,1130.042,18.730,0.956
2015/08/21 23:00:00,1130.217,18.730,0.956
2015/08/21 23:15:00,1130.683,18.740,0.956
2015/08/21 23:30:00,1131.033,18.740,0.956
2015/08/21 23:45:00,1131.208,18.740,0.956
2015/08/22 00:00:00,1131.675,18.747,0.960
2015/08/22 00:15:00,1131.850,18.740,0.960
2015/08/22 00:30:00,1132.142,18.730,0.960
2015/08/22 00:45:00,1132.492,18.730,0.960
2015/08/22 01:00:00,1132.492,18.730,0.964
2015/08/22 01:15:00,1132.667,18.733,0.964
2015/08/22 01:30:00,1132.667,18.737,0.968
2015/08/22 01:45:00,1132.667,18.737,0.972
2015/08/22 02:00:00,1132.667,18.737,0.972
2015/08/22 02:15:00,1132.492,18.743,0.976
2015/08/22 02:30:00,1132.317,18.750,0.976
2015/08/22 02:45:00,1132.142,18.753,0.980
2015/08/22 03:00:00,1131.850,18.753,0.980
2015/08/22 03:15:00,1131.675,18.753,0.984
2015/08/22 03:30:00,1131.675,18.757,0.984
2015/08/22 03:45:00,1131.500,18.753,0.984
2015/08/22 04:00:00,1131.500,18.753,0.984
2015/08/22 04:15:00,1131.675,18.750,0.984
2015/08/22 04:30:00,1131.500,18.750,0.984
2015/08/22 04:45:00,1131.383,18.750,0.984
2015/08/22 05:00:00,1130.217,18.757,0.984
2015/08/22 05:15:00,1128.758,18.773,0.980
2015/08/22 05:30:00,1127.300,18.773,0.976
2015/08/22 05:45:00,1125.783,18.773,0.976
2015/08/22 06:00:00,1124.967,18.770,0.972
2015/08/22 06:15:00,1123.975,18.770,0.968
2015/08/22 06:30:00,1122.983,18.767,0.964
2015/08/22 06:45:00,1122.167,18.753,0.960
2015/08/22 07:00:00,1121.233,18.753,0.960
2015/08/22 07:15:00,1121.058,18.747,0.960
2015/08/22 07:30:00,1121.350,18.743,0.956
2015/08/22 07:45:00,1122.517,18.740,0.956
2015/08/22 08:00:00,1123.508,18.737,0.956
2015/08/22 08:15:00,1124.617,18.733,0.956
2015/08/22 08:30:00,1125.783,18.733,0.952
2015/08/22 08:45:00,1126.250,18.733,0.952
2015/08/22 09:00:00,1126.425,18.733,0.948
2015/08/22 09:15:00,1126.425,18.733,0.948
2015/08/22 09:30:00,1126.775,18.727,0.948
2015/08/22 09:45:00,1126.775,18.727,0.952
2015/08/22 10:00:00,1126.892,18.723,0.952
2015/08/22 10:15:00,1126.892,18.723,0.956
2015/08/22 10:30:00,1127.767,18.717,0.956
2015/08/22 10:45:00,1128.583,18.703,0.960
2015/08/22 11:00:00,1128.700,18.710,0.964
2015/08/22 11:15:00,1129.225,18.710,0.964
2015/08/22 11:30:00,1130.042,18.713,0.964
2015/08/22 11:45:00,1130.217,18.720,0.964
2015/08/22 12:00:00,1130.858,18.720,0.964
2015/08/22 12:15:00,1131.500,18.713,0.964
2015/08/22 12:30:00,1131.500,18.720,0.964
2015/08/22 12:45:00,1132.025,18.713,0.968
2015/08/22 13:00:00,1132.492,18.717,0.968
2015/08/22 13:15:00,1132.667,18.717,0.968
2015/08/22 13:30:00,1132.667,18.713,0.972
2015/08/22 13:45:00,1132.317,18.717,0.972
2015/08/22 14:00:00,1132.842,18.730,0.976
2015/08/22 14:15:00,1132.492,18.727,0.980
2015/08/22 14:30:00,1132.317,18.733,0.984
2015/08/22 14:45:00,1132.025,18.733,0.984
2015/08/22 15:00:00,1131.500,18.737,0.988
2015/08/22 15:15:00,1131.675,18.740,0.992
2015/08/22 15:30:00,1131.208,18.740,0.996
2015/08/22 15:45:00,1130.858,18.740,0.996
2015/08/22 16:00:00,1130.217,18.743,0.996
2015/08/22 16:15:00,1130.683,18.747,0.996
2015/08/22 16:30:00,1130.217,18.743,0.996
2015/08/22 16:45:00,1129.867,18.740,0.996
2015/08/22 17:00:00,1129.400,18.737,0.996
2015/08/22 17:15:00,1129.050,18.747,0.996
2015/08/22 17:30:00,1128.700,18.740,0.992
2015/08/22 17:45:00,1127.417,18.750,0.992
2015/08/22 18:00:00,1125.958,18.757,0.988
2015/08/22 18:15:00,1124.675,18.763,0.984
2015/08/22 18:30:00,1123.333,18.760,0.980
2015/08/22 18:45:00,1122.225,18.760,0.976
2015/08/22 19:00:00,1121.058,18.767,0.972
2015/08/22 19:15:00,1120.067,18.767,0.968
2015/08/22 19:30:00,1119.600,18.757,0.964
2015/08/22 19:45:00,1120.533,18.747,0.964
2015/08/22 20:00:00,1120.708,18.747,0.964
2015/08/22 20:15:00,1121.058,18.743,0.964
2015/08/22 20:30:00,1122.050,18.740,0.964
2015/08/22 20:45:00,1122.867,18.737,0.960
2015/08/22 21:00:00,1123.158,18.733,0.960
2015/08/22 21:15:00,1123.508,18.737,0.960
2015/08/22 21:30:00,1123.333,18.740,0.960
2015/08/22 21:45:00,1123.158,18.740,0.960
2015/08/22 22:00:00,1123.158,18.740,0.960
2015/08/22 22:15:00,1122.517,18.743,0.960
2015/08/22 22:30:00,1122.517,18.747,0.960
2015/08/22 22:45:00,1121.875,18.750,0.964
2015/08/22 23:00:00,1122.050,18.743,0.968
2015/08/22 23:15:00,1122.517,18.733,0.968
2015/08/22 23:30:00,1122.692,18.737,0.968
2015/08/22 23:45:00,1122.983,18.743,0.968
2015/08/23 00:00:00,1123.333,18.743,0.968
2015/08/23 00:15:00,1123.158,18.753,0.968
2015/08/23 00:30:00,1123.683,18.750,0.968
2015/08/23 00:45:00,1123.508,18.740,0.964
2015/08/23 01:00:00,1123.508,18.740,0.964
2015/08/23 01:15:00,1123.800,18.743,0.964
2015/08/23 01:30:00,1124.150,18.747,0.968
2015/08/23 01:45:00,1123.858,18.750,0.968
2015/08/23 02:00:00,1123.683,18.750,0.968
2015/08/23 02:15:00,1123.508,18.753,0.972
2015/08/23 02:30:00,1123.333,18.757,0.972
2015/08/23 02:45:00,1123.333,18.760,0.972
2015/08/23 03:00:00,1122.867,18.760,0.976
2015/08/23 03:15:00,1122.867,18.760,0.976
2015/08/23 03:30:00,1122.342,18.760,0.976
2015/08/23 03:45:00,1122.225,18.763,0.976
2015/08/23 04:00:00,1121.875,18.763,0.980
2015/08/23 04:15:00,1121.700,18.760,0.980
2015/08/23 04:30:00,1121.525,18.757,0.980
2015/08/23 04:45:00,1121.233,18.760,0.980
2015/08/23 05:00:00,1120.883,18.763,0.980
2015/08/23 05:15:00,1121.058,18.760,0.976
2015/08/23 05:30:00,1120.417,18.773,0.976
2015/08/23 05:45:00,1118.783,18.780,0.976
2015/08/23 06:00:00,1117.150,18.793,0.972
2015/08/23 06:15:00,1115.808,18.797,0.972
2015/08/23 06:30:00,1114.700,18.793,0.972
2015/08/23 06:45:00,1113.708,18.797,0.972
2015/08/23 07:00:00,1112.892,18.800,0.968
2015/08/23 07:15:00,1112.075,18.793,0.960
2015/08/23 07:30:00,1111.433,18.790,0.956
2015/08/23 07:45:00,1111.083,18.783,0.956
2015/08/23 08:00:00,1111.433,18.780,0.956
2015/08/23 08:15:00,1112.250,18.780,0.956
2015/08/23 08:30:00,1113.183,18.777,0.956
2015/08/23 08:45:00,1114.000,18.770,0.956
2015/08/23 09:00:00,1114.642,18.770,0.956
2015/08/23 09:15:00,1115.167,18.770,0.956
2015/08/23 09:30:00,1115.342,18.770,0.956
2015/08/23 09:45:00,1115.342,18.770,0.956
2015/08/23 10:00:00,1115.167,18.767,0.956
2015/08/23 10:15:00,1114.992,18.763,0.956
2015/08/23 10:30:00,1114.992,18.767,0.956
2015/08/23 10:45:00,1114.992,18.767,0.956
2015/08/23 11:00:00,1115.167,18.763,0.960
2015/08/23 11:15:00,1115.167,18.760,0.960
2015/08/23 11:30:00,1115.517,18.763,0.960
2015/08/23 11:45:00,1115.808,18.767,0.960
2015/08/23 12:00:00,1115.983,18.773,0.964
2015/08/23 12:15:00,1116.158,18.773,0.964
2015/08/23 12:30:00,1116.508,18.773,0.964
2015/08/23 12:45:00,1117.092,18.770,0.964
2015/08/23 13:00:00,1116.625,18.777,0.964
2015/08/23 13:15:00,1117.325,18.773,0.968
2015/08/23 13:30:00,1117.325,18.773,0.968
2015/08/23 13:45:00,1117.325,18.783,0.968
2015/08/23 14:00:00,1117.267,18.780,0.972
2015/08/23 14:15:00,1117.325,18.783,0.972
2015/08/23 14:30:00,1117.150,18.787,0.976
2015/08/23 14:45:00,1117.442,18.790,0.980
2015/08/23 15:00:00,1116.800,18.783,0.980
2015/08/23 15:15:00,1115.808,18.787,0.984
2015/08/23 15:30:00,1116.158,18.783,0.984
2015/08/23 15:45:00,1115.167,18.790,0.988
2015/08/23 16:00:00,1115.517,18.793,0.988
2015/08/23 16:15:00,1114.992,18.790,0.992
2015/08/23 16:30:00,1115.167,18.793,0.992
2015/08/23 16:45:00,1114.058,18.797,0.992
2015/08/23 17:00:00,1114.000,18.793,0.992
2015/08/23 17:15:00,1114.000,18.793,0.992
2015/08/23 17:30:00,1114.175,18.800,0.992
2015/08/23 17:45:00,1113.183,18.797,0.992
2015/08/23 18:00:00,1111.900,18.807,0.992
2015/08/23 18:15:00,1110.442,18.817,0.988
2015/08/23 18:30:00,1109.100,18.820,0.988
2015/08/23 18:45:00,1108.167,18.820,0.984
2015/08/23 19:00:00,1107.000,18.827,0.984
2015/08/23 19:15:00,1106.008,18.827,0.980
2015/08/23 19:30:00,1105.192,18.830,0.980
2015/08/23 19:45:00,1106.008,18.823,0.976
2015/08/23 20:00:00,1106.358,18.810,0.972
2015/08/23 20:15:00,1106.650,18.813,0.972
2015/08/23 20:30:00,1107.467,18.810,0.972
2015/08/23 20:45:00,1108.458,18.807,0.972
2015/08/23 21:00:00,1108.983,18.810,0.972
2015/08/23 21:15:00,1109.100,18.807,0.968
2015/08/23 21:30:00,1109.100,18.807,0.968
2015/08/23 21:45:00,1109.450,18.803,0.968
2015/08/23 22:00:00,1109.275,18.803,0.968
2015/08/23 22:15:00,1108.983,18.810,0.968
2015/08/23 22:30:00,1108.458,18.810,0.968
2015/08/23 22:45:00,1108.458,18.810,0.972
2015/08/23 23:00:00,1108.633,18.807,0.972
2015/08/23 23:15:00,1109.625,18.800,0.972
2015/08/23 23:30:00,1110.267,18.797,0.972
2015/08/23 23:45:00,1110.733,18.797,0.976
2015/08/24 00:00:00,1110.908,18.807,0.976
2015/08/24 00:15:00,1111.433,18.813,0.976
2015/08/24 00:30:00,1111.900,18.813,0.972
2015/08/24 00:45:00,1112.250,18.803,0.972
2015/08/24 01:00:00,1112.542,18.803,0.972
2015/08/24 01:15:00,1112.717,18.810,0.972
2015/08/24 01:30:00,1112.542,18.810,0.972
2015/08/24 01:45:00,1112.250,18.813,0.972
2015/08/24 02:00:00,1112.250,18.817,0.976
2015/08/24 02:15:00,1112.250,18.820,0.976
2015/08/24 02:30:00,1112.367,18.820,0.976
2015/08/24 02:45:00,1112.250,18.817,0.980
2015/08/24 03:00:00,1112.367,18.823,0.980
2015/08/24 03:15:00,1112.367,18.823,0.980
2015/08/24 03:30:00,1111.725,18.830,0.984
2015/08/24 03:45:00,1111.725,18.837,0.984
2015/08/24 04:00:00,1111.725,18.837,0.984
2015/08/24 04:15:00,1111.550,18.843,0.984
2015/08/24 04:30:00,1111.433,18.843,0.984
2015/08/24 04:45:00,1111.258,18.843,0.984
2015/08/24 05:00:00,1111.083,18.847,0.988
2015/08/24 05:15:00,1110.908,18.843,0.988
2015/08/24 05:30:00,1110.617,18.850,0.988
2015/08/24 05:45:00,1110.442,18.853,0.988
2015/08/24 06:00:00,1110.267,18.857,0.988
2015/08/24 06:15:00,1110.092,18.857,0.988
2015/08/24 06:30:00,1109.625,18.857,0.988
2015/08/24 06:45:00,1108.633,18.867,0.988
2015/08/24 07:00:00,1107.350,18.883,0.988
2015/08/24 07:15:00,1106.008,18.890,0.984
2015/08/24 07:30:00,1105.192,18.880,0.984
2015/08/24 07:45:00,1104.375,18.880,0.984
2015/08/24 08:00:00,1103.558,18.893,0.984
2015/08/24 08:15:00,1102.742,18.900,0.980
2015/08/24 08:30:00,1102.275,18.890,0.980
2015/08/24 08:45:00,1101.750,18.883,0.976
2015/08/24 09:00:00,1102.917,18.870,0.976
2015/08/24 09:15:00,1103.383,18.857,0.968
2015/08/24 09:30:00,1104.375,18.857,0.968
2015/08/24 09:45:00,1105.367,18.853,0.968
2015/08/24 10:00:00,1106.358,18.850,0.968
2015/08/24 10:15:00,1107.000,18.853,0.964
2015/08/24 10:30:00,1107.350,18.867,0.964
2015/08/24 10:45:00,1107.467,18.870,0.964
2015/08/24 11:00:00,1107.467,18.860,0.964
2015/08/24 11:15:00,1107.992,18.857,0.964
2015/08/24 11:30:00,1108.167,18.857,0.964
2015/08/24 11:45:00,1107.992,18.860,0.968
2015/08/24 12:00:00,1108.458,18.850,0.968
2015/08/24 12:15:00,1108.925,18.847,0.968
2015/08/24 12:30:00,1109.275,18.840,0.972
2015/08/24 12:45:00,1109.800,18.833,0.972
2015/08/24 13:00:00,1110.442,18.837,0.976
2015/08/24 13:15:00,1110.442,18.837,0.976
2015/08/24 13:30:00,1110.267,18.843,0.976
2015/08/24 13:45:00,1110.617,18.857,0.976
2015/08/24 14:00:00,1110.442,18.867,0.980
2015/08/24 14:15:00,1110.442,18.860,0.976
2015/08/24 14:30:00,1109.917,18.863,0.980
2015/08/24 14:45:00,1110.092,18.860,0.980
2015/08/24 15:00:00,1109.800,18.870,0.980
2015/08/24 15:15:00,1109.800,18.860,0.980
2015/08/24 15:30:00,1109.275,18.870,0.984
2015/08/24 15:45:00,1109.275,18.877,0.984
2015/08/24 16:00:00,1108.633,18.880,0.988
2015/08/24 16:15:00,1108.283,18.887,0.988
2015/08/24 16:30:00,1107.642,18.890,0.988
2015/08/24 16:45:00,1107.350,18.893,0.992
2015/08/24 17:00:00,1107.817,18.897,0.992
2015/08/24 17:15:00,1107.642,19.107,0.888
2015/08/24 17:30:00,1104.900,19.050,0.896
2015/08/24 17:45:00,1103.267,19.090,0.884
2015/08/24 18:00:00,1102.275,19.200,0.872
2015/08/24 18:15:00,1100.933,19.277,0.864
2015/08/24 18:30:00,1100.292,19.317,0.860
2015/08/24 18:45:00,1099.475,19.297,0.864
2015/08/24 19:00:00,1098.833,19.287,0.860
2015/08/24 19:15:00,1098.367,19.270,0.860
2015/08/24 19:30:00,1099.475,19.330,0.744
2015/08/24 19:45:00,1097.258,19.297,0.744
2015/08/24 20:00:00,1097.550,19.407,0.752
2015/08/24 20:15:00,1097.375,19.507,0.748
2015/08/24 20:30:00,1097.550,19.533,0.748
2015/08/24 20:45:00,1098.833,19.477,0.752
2015/08/24 21:00:00,1100.467,19.407,0.752
2015/08/24 21:15:00,1101.108,19.347,0.748
2015/08/24 21:30:00,1101.925,19.310,0.744
2015/08/24 21:45:00,1102.917,19.290,0.736
2015/08/24 22:00:00,1103.733,19.280,0.732
2015/08/24 22:15:00,1104.725,19.267,0.724
2015/08/24 22:30:00,1105.017,19.253,0.720
2015/08/24 22:45:00,1105.542,19.240,0.716
2015/08/24 23:00:00,1106.008,19.227,0.716
2015/08/24 23:15:00,1106.650,19.203,0.716
2015/08/24 23:30:00,1107.000,19.190,0.716
2015/08/24 23:45:00,1107.350,19.177,0.716
2015/08/25 00:00:00,1107.642,19.170,0.716
2015/08/25 00:15:00,1108.283,19.163,0.716
2015/08/25 00:30:00,1109.275,19.147,0.720
2015/08/25 00:45:00,1109.450,19.140,0.724
2015/08/25 01:00:00,1109.800,19.137,0.724
2015/08/25 01:15:00,1110.267,19.157,0.724
2015/08/25 01:30:00,1111.083,19.150,0.728
2015/08/25 01:45:00,1111.725,19.127,0.736
2015/08/25 02:00:00,1112.250,19.110,0.740
2015/08/25 02:15:00,1112.367,19.097,0.740
2015/08/25 02:30:00,1112.892,19.093,0.744
2015/08/25 02:45:00,1112.892,19.100,0.744
2015/08/25 03:00:00,1113.183,19.103,0.744
2015/08/25 03:15:00,1113.533,19.110,0.748
2015/08/25 03:30:00,1114.000,19.113,0.748
2015/08/25 03:45:00,1114.000,19.137,0.748
2015/08/25 04:00:00,1114.525,19.123,0.748
2015/08/25 04:15:00,1113.883,19.103,0.748
2015/08/25 04:30:00,1113.708,19.093,0.752
2015/08/25 04:45:00,1113.533,19.100,0.752
2015/08/25 05:00:00,1113.708,19.107,0.756
2015/08/25 05:15:00,1113.358,19.110,0.760
2015/08/25 05:30:00,1113.358,19.113,0.764
2015/08/25 05:45:00,1113.533,19.117,0.768
2015/08/25 06:00:00,1114.000,19.123,0.772
2015/08/25 06:15:00,1113.533,19.130,0.772
2015/08/25 06:30:00,1112.075,19.143,0.776
2015/08/25 06:45:00,1111.083,19.167,0.776
2015/08/25 07:00:00,1110.442,19.180,0.776
2015/08/25 07:15:00,1109.917,19.170,0.776
2015/08/25 07:30:00,1109.625,19.167,0.780
2015/08/25 07:45:00,1109.100,19.187,0.784
2015/08/25 08:00:00,1108.283,19.197,0.784
2015/08/25 08:15:00,1107.467,19.197,0.784
2015/08/25 08:30:00,1107.000,19.180,0.788
2015/08/25 08:45:00,1106.650,19.163,0.792
2015/08/25 09:00:00,1106.358,19.157,0.796
2015/08/25 09:15:00,1106.008,19.160,0.800
2015/08/25 09:30:00,1105.717,19.153,0.804
2015/08/25 09:45:00,1105.717,19.143,0.808
2015/08/25 10:00:00,1106.008,19.137,0.812
2015/08/25 10:15:00,1106.008,19.133,0.816
2015/08/25 10:30:00,1106.008,19.137,0.820
