Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 30/10/2015
TIME       : 10:39:23
FILENAME   : C:\Users\Veldwerk\Desktop\638_Den_Helder\CSV\sws_t2905_151030103922_T2905.CSV
CREATED BY : SWS Diver-Office 6.0.3.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..01-T2905  317.
  Instrument number       =                    
                          =0
  Location                =sws_t2905
  Sample period           =M15
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


[Series settings]
  Serial number           =..01-T2905  317.
  Instrument number       =                    
  Location                =sws_t2905
  Sample period           =00 00:15:00 0
  Sample method           =T   
  Start date / time       =00:00:12 20/08/15
  End date / time         =00:30:11 30/10/15
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


Date/time,Druk[cm],Temperatuur[°C],1:Geleidbaarheid[mS/cm]
2015/08/20 12:00:00,1161.250,18.157,3.088
2015/08/20 12:15:00,1161.250,18.160,3.088
2015/08/20 12:30:00,1161.717,18.170,3.088
2015/08/20 12:45:00,1161.892,18.187,3.092
2015/08/20 13:00:00,1161.542,18.170,3.088
2015/08/20 13:15:00,1161.542,18.170,3.088
2015/08/20 13:30:00,1161.367,18.180,3.084
2015/08/20 13:45:00,1161.367,18.173,3.088
2015/08/20 14:00:00,1160.900,18.180,3.084
2015/08/20 14:15:00,1160.900,18.190,3.084
2015/08/20 14:30:00,1161.075,18.203,3.084
2015/08/20 14:45:00,1160.900,18.230,3.084
2015/08/20 15:00:00,1160.725,18.223,3.088
2015/08/20 15:15:00,1161.075,18.213,3.084
2015/08/20 15:30:00,1160.433,18.213,3.084
2015/08/20 15:45:00,1160.433,18.220,3.084
2015/08/20 16:00:00,1160.083,18.230,3.084
2015/08/20 16:15:00,1159.442,18.227,3.080
2015/08/20 16:30:00,1158.042,18.283,3.084
2015/08/20 16:45:00,1156.875,18.523,3.116
2015/08/20 17:00:00,1155.125,19.337,3.120
2015/08/20 17:15:00,1153.725,20.333,3.088
2015/08/20 17:30:00,1151.800,20.450,3.048
2015/08/20 17:45:00,1149.817,20.587,3.020
2015/08/20 18:00:00,1148.067,20.780,3.004
2015/08/20 18:15:00,1146.142,20.850,3.020
2015/08/20 18:30:00,1144.392,20.840,3.048
2015/08/20 18:45:00,1143.108,20.670,3.104
2015/08/20 19:00:00,1144.683,20.580,3.120
2015/08/20 19:15:00,1145.500,20.547,3.120
2015/08/20 19:30:00,1146.783,20.627,3.092
2015/08/20 19:45:00,1147.892,20.683,3.060
2015/08/20 20:00:00,1149.233,20.700,3.040
2015/08/20 20:15:00,1150.167,20.690,3.020
2015/08/20 20:30:00,1151.100,20.660,3.012
2015/08/20 20:45:00,1151.800,20.603,3.012
2015/08/20 21:00:00,1152.092,20.537,3.016
2015/08/20 21:15:00,1152.558,20.493,3.016
2015/08/20 21:30:00,1152.908,20.467,3.016
2015/08/20 21:45:00,1153.375,20.447,3.016
2015/08/20 22:00:00,1153.550,20.437,3.020
2015/08/20 22:15:00,1153.375,20.407,3.012
2015/08/20 22:30:00,1153.900,20.377,3.016
2015/08/20 22:45:00,1154.775,20.330,3.024
2015/08/20 23:00:00,1155.300,20.263,3.032
2015/08/20 23:15:00,1155.942,20.170,3.052
2015/08/20 23:30:00,1156.583,20.080,3.068
2015/08/20 23:45:00,1157.225,19.977,3.080
2015/08/21 00:00:00,1157.692,19.913,3.084
2015/08/21 00:15:00,1158.217,19.860,3.084
2015/08/21 00:30:00,1158.625,19.793,3.092
2015/08/21 00:45:00,1158.975,19.733,3.096
2015/08/21 01:00:00,1159.150,19.680,3.104
2015/08/21 01:15:00,1159.325,19.647,3.104
2015/08/21 01:30:00,1159.325,19.623,3.104
2015/08/21 01:45:00,1159.325,19.603,3.108
2015/08/21 02:00:00,1159.150,19.597,3.108
2015/08/21 02:15:00,1158.625,19.597,3.108
2015/08/21 02:30:00,1158.625,19.607,3.108
2015/08/21 02:45:00,1157.983,19.617,3.112
2015/08/21 03:00:00,1157.692,19.620,3.112
2015/08/21 03:15:00,1157.983,19.627,3.112
2015/08/21 03:30:00,1157.692,19.620,3.112
2015/08/21 03:45:00,1157.692,19.607,3.112
2015/08/21 04:00:00,1157.225,19.600,3.108
2015/08/21 04:15:00,1156.117,19.620,3.100
2015/08/21 04:30:00,1154.483,19.640,3.100
2015/08/21 04:45:00,1152.558,19.520,3.120
2015/08/21 05:00:00,1150.458,19.420,3.156
2015/08/21 05:15:00,1148.533,19.387,3.188
2015/08/21 05:30:00,1146.608,19.377,3.200
2015/08/21 05:45:00,1144.508,19.347,3.196
2015/08/21 06:00:00,1142.875,19.317,3.192
2015/08/21 06:15:00,1140.950,19.297,3.200
2015/08/21 06:30:00,1139.258,19.273,3.220
2015/08/21 06:45:00,1137.567,19.237,3.224
2015/08/21 07:00:00,1137.625,19.217,3.228
2015/08/21 07:15:00,1139.725,19.190,3.228
2015/08/21 07:30:00,1140.833,19.187,3.224
2015/08/21 07:45:00,1142.233,19.183,3.224
2015/08/21 08:00:00,1143.867,19.190,3.220
2015/08/21 08:15:00,1145.325,19.203,3.216
2015/08/21 08:30:00,1146.783,19.227,3.212
2015/08/21 08:45:00,1148.067,19.263,3.204
2015/08/21 09:00:00,1149.350,19.280,3.200
2015/08/21 09:15:00,1150.167,19.290,3.196
2015/08/21 09:30:00,1151.275,19.297,3.192
2015/08/21 09:45:00,1152.267,19.310,3.192
2015/08/21 10:00:00,1152.733,19.313,3.192
2015/08/21 10:15:00,1152.908,19.323,3.192
2015/08/21 10:30:00,1153.492,19.340,3.192
2015/08/21 10:45:00,1154.192,19.353,3.192
2015/08/21 11:00:00,1154.483,19.363,3.188
2015/08/21 11:15:00,1155.300,19.370,3.184
2015/08/21 11:30:00,1155.942,19.383,3.180
2015/08/21 11:45:00,1156.583,19.393,3.180
2015/08/21 12:00:00,1157.050,19.400,3.176
2015/08/21 12:15:00,1157.867,19.427,3.176
2015/08/21 12:30:00,1158.858,19.437,3.172
2015/08/21 12:45:00,1158.975,19.457,3.172
2015/08/21 13:00:00,1159.500,19.467,3.172
2015/08/21 13:15:00,1159.792,19.467,3.168
2015/08/21 13:30:00,1160.317,19.470,3.164
2015/08/21 13:45:00,1160.608,19.470,3.164
2015/08/21 14:00:00,1160.433,19.473,3.164
2015/08/21 14:15:00,1160.142,19.477,3.164
2015/08/21 14:30:00,1159.792,19.467,3.164
2015/08/21 14:45:00,1159.442,19.483,3.168
2015/08/21 15:00:00,1159.150,19.503,3.172
2015/08/21 15:15:00,1158.508,19.487,3.168
2015/08/21 15:30:00,1157.983,19.513,3.168
2015/08/21 15:45:00,1157.867,19.493,3.168
2015/08/21 16:00:00,1157.283,19.497,3.172
2015/08/21 16:15:00,1156.933,19.527,3.172
2015/08/21 16:30:00,1156.233,19.533,3.172
2015/08/21 16:45:00,1155.008,19.520,3.172
2015/08/21 17:00:00,1153.200,19.600,3.176
2015/08/21 17:15:00,1151.625,20.567,3.216
2015/08/21 17:30:00,1149.875,21.067,3.244
2015/08/21 17:45:00,1147.775,21.020,3.284
2015/08/21 18:00:00,1145.675,21.030,3.328
2015/08/21 18:15:00,1143.575,21.230,3.324
2015/08/21 18:30:00,1141.825,21.463,3.340
2015/08/21 18:45:00,1140.017,21.573,3.368
2015/08/21 19:00:00,1138.733,21.633,3.388
2015/08/21 19:15:00,1140.075,21.693,3.396
2015/08/21 19:30:00,1140.833,21.710,3.404
2015/08/21 19:45:00,1141.825,21.660,3.384
2015/08/21 20:00:00,1143.108,21.567,3.364
2015/08/21 20:15:00,1144.217,21.507,3.348
2015/08/21 20:30:00,1145.500,21.407,3.332
2015/08/21 20:45:00,1146.433,21.293,3.316
2015/08/21 21:00:00,1146.958,21.207,3.308
2015/08/21 21:15:00,1147.600,21.150,3.300
2015/08/21 21:30:00,1148.533,21.113,3.296
2015/08/21 21:45:00,1148.708,21.087,3.292
2015/08/21 22:00:00,1149.233,21.057,3.288
2015/08/21 22:15:00,1149.875,21.033,3.284
2015/08/21 22:30:00,1150.633,21.013,3.280
2015/08/21 22:45:00,1151.158,20.993,3.272
2015/08/21 23:00:00,1151.625,20.963,3.264
2015/08/21 23:15:00,1151.975,20.937,3.256
2015/08/21 23:30:00,1152.617,20.917,3.252
2015/08/21 23:45:00,1152.733,20.893,3.248
2015/08/22 00:00:00,1153.375,20.873,3.248
2015/08/22 00:15:00,1153.550,20.850,3.244
2015/08/22 00:30:00,1153.900,20.830,3.236
2015/08/22 00:45:00,1154.308,20.800,3.232
2015/08/22 01:00:00,1154.367,20.773,3.228
2015/08/22 01:15:00,1154.542,20.743,3.224
2015/08/22 01:30:00,1154.542,20.710,3.224
2015/08/22 01:45:00,1154.483,20.683,3.220
2015/08/22 02:00:00,1154.483,20.663,3.220
2015/08/22 02:15:00,1154.367,20.647,3.216
2015/08/22 02:30:00,1154.308,20.627,3.216
2015/08/22 02:45:00,1154.017,20.617,3.216
2015/08/22 03:00:00,1153.725,20.617,3.216
2015/08/22 03:15:00,1153.667,20.610,3.216
2015/08/22 03:30:00,1153.375,20.607,3.216
2015/08/22 03:45:00,1153.550,20.593,3.212
2015/08/22 04:00:00,1153.375,20.580,3.212
2015/08/22 04:15:00,1153.200,20.567,3.212
2015/08/22 04:30:00,1153.375,20.547,3.208
2015/08/22 04:45:00,1153.083,20.523,3.208
2015/08/22 05:00:00,1152.558,20.493,3.208
2015/08/22 05:15:00,1151.625,20.510,3.208
2015/08/22 05:30:00,1150.167,20.490,3.220
2015/08/22 05:45:00,1148.358,20.423,3.276
2015/08/22 06:00:00,1146.667,20.343,3.308
2015/08/22 06:15:00,1144.858,20.283,3.324
2015/08/22 06:30:00,1143.108,20.250,3.336
2015/08/22 06:45:00,1141.650,20.227,3.344
2015/08/22 07:00:00,1140.367,20.217,3.352
2015/08/22 07:15:00,1141.300,20.220,3.356
2015/08/22 07:30:00,1141.942,20.217,3.356
2015/08/22 07:45:00,1143.050,20.207,3.352
2015/08/22 08:00:00,1144.217,20.213,3.348
2015/08/22 08:15:00,1145.500,20.213,3.344
2015/08/22 08:30:00,1146.433,20.220,3.336
2015/08/22 08:45:00,1147.425,20.233,3.332
2015/08/22 09:00:00,1148.067,20.240,3.324
2015/08/22 09:15:00,1148.417,20.250,3.320
2015/08/22 09:30:00,1148.533,20.253,3.324
2015/08/22 09:45:00,1148.592,20.250,3.324
2015/08/22 10:00:00,1148.708,20.243,3.324
2015/08/22 10:15:00,1148.708,20.243,3.320
2015/08/22 10:30:00,1149.000,20.247,3.320
2015/08/22 10:45:00,1149.817,20.253,3.316
2015/08/22 11:00:00,1150.633,20.267,3.316
2015/08/22 11:15:00,1151.275,20.267,3.308
2015/08/22 11:30:00,1151.625,20.270,3.304
2015/08/22 11:45:00,1151.742,20.320,3.300
2015/08/22 12:00:00,1152.558,20.350,3.296
2015/08/22 12:15:00,1153.025,20.370,3.288
2015/08/22 12:30:00,1153.200,20.403,3.284
2015/08/22 12:45:00,1153.900,20.447,3.276
2015/08/22 13:00:00,1154.192,20.427,3.276
2015/08/22 13:15:00,1154.308,20.433,3.272
2015/08/22 13:30:00,1154.483,20.423,3.276
2015/08/22 13:45:00,1154.658,20.490,3.280
2015/08/22 14:00:00,1154.833,20.520,3.284
2015/08/22 14:15:00,1154.367,20.533,3.284
2015/08/22 14:30:00,1154.483,20.513,3.280
2015/08/22 14:45:00,1153.900,20.523,3.280
2015/08/22 15:00:00,1153.550,20.547,3.280
2015/08/22 15:15:00,1153.375,20.567,3.276
2015/08/22 15:30:00,1153.375,20.593,3.276
2015/08/22 15:45:00,1152.733,20.620,3.280
2015/08/22 16:00:00,1152.558,20.663,3.284
2015/08/22 16:15:00,1152.442,20.720,3.288
2015/08/22 16:30:00,1151.450,20.757,3.288
2015/08/22 16:45:00,1151.450,20.780,3.292
2015/08/22 17:00:00,1151.275,20.817,3.296
2015/08/22 17:15:00,1150.808,20.830,3.300
2015/08/22 17:30:00,1150.517,20.867,3.312
2015/08/22 17:45:00,1149.875,20.910,3.324
2015/08/22 18:00:00,1149.058,21.057,3.356
2015/08/22 18:15:00,1147.308,21.213,3.388
2015/08/22 18:30:00,1146.142,21.590,3.432
2015/08/22 18:45:00,1144.683,22.103,3.472
2015/08/22 19:00:00,1142.758,22.000,3.480
2015/08/22 19:15:00,1141.300,21.930,3.484
2015/08/22 19:30:00,1140.833,21.830,3.484
2015/08/22 19:45:00,1141.300,21.793,3.488
2015/08/22 20:00:00,1141.533,21.810,3.488
2015/08/22 20:15:00,1142.292,21.817,3.484
2015/08/22 20:30:00,1143.283,21.837,3.476
2015/08/22 20:45:00,1144.042,21.857,3.468
2015/08/22 21:00:00,1144.917,21.860,3.464
2015/08/22 21:15:00,1145.383,21.853,3.456
2015/08/22 21:30:00,1145.675,21.833,3.456
2015/08/22 21:45:00,1145.500,21.783,3.448
2015/08/22 22:00:00,1145.208,21.747,3.448
2015/08/22 22:15:00,1144.858,21.740,3.448
2015/08/22 22:30:00,1144.567,21.713,3.448
2015/08/22 22:45:00,1144.042,21.673,3.448
2015/08/22 23:00:00,1143.925,21.627,3.448
2015/08/22 23:15:00,1144.683,21.590,3.448
2015/08/22 23:30:00,1144.858,21.583,3.448
2015/08/22 23:45:00,1145.033,21.560,3.444
2015/08/23 00:00:00,1145.325,21.530,3.440
2015/08/23 00:15:00,1145.325,21.503,3.436
2015/08/23 00:30:00,1145.675,21.467,3.432
2015/08/23 00:45:00,1145.850,21.437,3.420
2015/08/23 01:00:00,1145.675,21.397,3.416
2015/08/23 01:15:00,1146.142,21.360,3.408
2015/08/23 01:30:00,1146.317,21.320,3.404
2015/08/23 01:45:00,1146.142,21.290,3.396
2015/08/23 02:00:00,1145.967,21.257,3.396
2015/08/23 02:15:00,1145.675,21.223,3.392
2015/08/23 02:30:00,1145.500,21.180,3.388
2015/08/23 02:45:00,1145.325,21.150,3.388
2015/08/23 03:00:00,1145.150,21.147,3.388
2015/08/23 03:15:00,1144.858,21.117,3.384
2015/08/23 03:30:00,1144.567,21.087,3.384
2015/08/23 03:45:00,1144.042,21.067,3.384
2015/08/23 04:00:00,1143.867,21.037,3.384
2015/08/23 04:15:00,1143.575,21.013,3.384
2015/08/23 04:30:00,1143.400,20.980,3.384
2015/08/23 04:45:00,1143.283,20.947,3.380
2015/08/23 05:00:00,1142.933,20.913,3.380
2015/08/23 05:15:00,1142.933,20.880,3.376
2015/08/23 05:30:00,1142.642,20.833,3.372
2015/08/23 05:45:00,1141.475,20.810,3.372
2015/08/23 06:00:00,1140.017,20.693,3.380
2015/08/23 06:15:00,1138.267,20.350,3.392
2015/08/23 06:30:00,1136.633,20.207,3.392
2015/08/23 06:45:00,1134.708,20.093,3.392
2015/08/23 07:00:00,1133.133,20.017,3.392
2015/08/23 07:15:00,1131.150,19.967,3.388
2015/08/23 07:30:00,1131.033,19.930,3.388
2015/08/23 07:45:00,1131.967,19.907,3.388
2015/08/23 08:00:00,1132.433,19.883,3.388
2015/08/23 08:15:00,1133.250,19.873,3.384
2015/08/23 08:30:00,1134.242,19.890,3.384
2015/08/23 08:45:00,1135.058,19.923,3.384
2015/08/23 09:00:00,1135.817,19.953,3.384
2015/08/23 09:15:00,1136.458,19.993,3.384
2015/08/23 09:30:00,1136.808,20.047,3.380
2015/08/23 09:45:00,1137.158,20.083,3.384
2015/08/23 10:00:00,1137.450,20.103,3.384
2015/08/23 10:15:00,1137.100,20.090,3.384
2015/08/23 10:30:00,1136.983,20.090,3.384
2015/08/23 10:45:00,1136.983,20.090,3.384
2015/08/23 11:00:00,1136.983,20.090,3.384
2015/08/23 11:15:00,1137.100,20.117,3.384
2015/08/23 11:30:00,1137.742,20.157,3.388
2015/08/23 11:45:00,1137.742,20.183,3.388
2015/08/23 12:00:00,1137.975,20.240,3.396
2015/08/23 12:15:00,1138.092,20.273,3.396
2015/08/23 12:30:00,1138.442,20.310,3.396
2015/08/23 12:45:00,1138.733,20.350,3.392
2015/08/23 13:00:00,1138.908,20.363,3.392
2015/08/23 13:15:00,1139.550,20.380,3.388
2015/08/23 13:30:00,1139.083,20.397,3.388
2015/08/23 13:45:00,1139.725,20.427,3.392
2015/08/23 14:00:00,1139.842,20.440,3.396
2015/08/23 14:15:00,1139.375,20.473,3.392
2015/08/23 14:30:00,1140.192,20.497,3.396
2015/08/23 14:45:00,1139.725,20.547,3.384
2015/08/23 15:00:00,1139.200,20.560,3.384
2015/08/23 15:15:00,1138.733,20.583,3.376
2015/08/23 15:30:00,1138.267,20.613,3.372
2015/08/23 15:45:00,1137.917,20.640,3.364
2015/08/23 16:00:00,1137.975,20.670,3.360
2015/08/23 16:15:00,1137.450,20.713,3.360
2015/08/23 16:30:00,1136.983,20.723,3.360
2015/08/23 16:45:00,1136.167,20.747,3.364
2015/08/23 17:00:00,1136.517,20.790,3.368
2015/08/23 17:15:00,1135.992,20.837,3.372
2015/08/23 17:30:00,1136.167,20.850,3.368
2015/08/23 17:45:00,1135.350,20.880,3.372
2015/08/23 18:00:00,1134.708,20.913,3.380
2015/08/23 18:15:00,1133.250,21.047,3.396
2015/08/23 18:30:00,1132.142,21.307,3.428
2015/08/23 18:45:00,1130.567,21.593,3.460
2015/08/23 19:00:00,1128.933,21.540,3.472
2015/08/23 19:15:00,1127.008,21.453,3.476
2015/08/23 19:30:00,1126.192,21.383,3.476
2015/08/23 19:45:00,1127.008,21.340,3.476
2015/08/23 20:00:00,1127.825,21.343,3.476
2015/08/23 20:15:00,1128.117,21.333,3.472
2015/08/23 20:30:00,1129.225,21.327,3.468
2015/08/23 20:45:00,1130.042,21.313,3.464
2015/08/23 21:00:00,1130.858,21.293,3.460
2015/08/23 21:15:00,1131.325,21.273,3.452
2015/08/23 21:30:00,1131.500,21.240,3.452
2015/08/23 21:45:00,1132.142,21.203,3.452
2015/08/23 22:00:00,1131.675,21.187,3.452
2015/08/23 22:15:00,1131.208,21.173,3.448
2015/08/23 22:30:00,1130.683,21.160,3.448
2015/08/23 22:45:00,1130.683,21.143,3.452
2015/08/23 23:00:00,1130.683,21.117,3.448
2015/08/23 23:15:00,1131.500,21.107,3.444
2015/08/23 23:30:00,1132.142,21.083,3.440
2015/08/23 23:45:00,1132.958,21.047,3.432
2015/08/24 00:00:00,1132.958,21.000,3.428
2015/08/24 00:15:00,1133.600,20.967,3.428
2015/08/24 00:30:00,1133.950,20.927,3.420
2015/08/24 00:45:00,1134.417,20.877,3.412
2015/08/24 01:00:00,1134.883,20.817,3.400
2015/08/24 01:15:00,1134.883,20.763,3.396
2015/08/24 01:30:00,1134.883,20.727,3.392
2015/08/24 01:45:00,1134.708,20.697,3.388
2015/08/24 02:00:00,1134.883,20.670,3.388
2015/08/24 02:15:00,1134.592,20.667,3.388
2015/08/24 02:30:00,1134.533,20.673,3.388
2015/08/24 02:45:00,1134.592,20.657,3.388
2015/08/24 03:00:00,1134.533,20.643,3.384
2015/08/24 03:15:00,1134.417,20.620,3.384
2015/08/24 03:30:00,1134.067,20.603,3.384
2015/08/24 03:45:00,1134.067,20.587,3.380
2015/08/24 04:00:00,1133.892,20.587,3.384
2015/08/24 04:15:00,1133.775,20.583,3.380
2015/08/24 04:30:00,1133.775,20.567,3.380
2015/08/24 04:45:00,1133.425,20.563,3.380
2015/08/24 05:00:00,1133.250,20.560,3.380
2015/08/24 05:15:00,1133.308,20.543,3.380
2015/08/24 05:30:00,1132.958,20.527,3.380
2015/08/24 05:45:00,1132.783,20.513,3.376
2015/08/24 06:00:00,1132.608,20.497,3.376
2015/08/24 06:15:00,1132.317,20.477,3.376
2015/08/24 06:30:00,1132.142,20.463,3.376
2015/08/24 06:45:00,1131.150,20.467,3.376
2015/08/24 07:00:00,1130.217,20.423,3.376
2015/08/24 07:15:00,1128.467,20.367,3.360
2015/08/24 07:30:00,1127.475,20.343,3.344
2015/08/24 07:45:00,1126.367,20.343,3.344
2015/08/24 08:00:00,1125.200,20.330,3.352
2015/08/24 08:15:00,1123.800,20.320,3.356
2015/08/24 08:30:00,1122.983,20.307,3.360
2015/08/24 08:45:00,1123.100,20.297,3.364
2015/08/24 09:00:00,1123.917,20.293,3.368
2015/08/24 09:15:00,1124.733,20.300,3.368
2015/08/24 09:30:00,1125.842,20.327,3.364
2015/08/24 09:45:00,1126.833,20.347,3.364
2015/08/24 10:00:00,1127.650,20.353,3.364
2015/08/24 10:15:00,1128.642,20.363,3.360
2015/08/24 10:30:00,1129.108,20.377,3.356
2015/08/24 10:45:00,1129.400,20.377,3.360
2015/08/24 11:00:00,1129.925,20.377,3.360
2015/08/24 11:15:00,1130.042,20.367,3.360
2015/08/24 11:30:00,1129.867,20.367,3.356
2015/08/24 11:45:00,1130.217,20.370,3.356
2015/08/24 12:00:00,1130.392,20.380,3.360
2015/08/24 12:15:00,1131.033,20.387,3.356
2015/08/24 12:30:00,1131.325,20.397,3.356
2015/08/24 12:45:00,1131.675,20.420,3.356
2015/08/24 13:00:00,1132.142,20.430,3.352
2015/08/24 13:15:00,1132.608,20.453,3.348
2015/08/24 13:30:00,1132.783,20.487,3.352
2015/08/24 13:45:00,1132.608,20.487,3.352
2015/08/24 14:00:00,1132.492,20.457,3.348
2015/08/24 14:15:00,1132.433,20.443,3.348
2015/08/24 14:30:00,1132.258,20.453,3.348
2015/08/24 14:45:00,1132.142,20.443,3.348
2015/08/24 15:00:00,1131.325,20.467,3.348
2015/08/24 15:15:00,1131.792,20.470,3.348
2015/08/24 15:30:00,1131.325,20.477,3.348
2015/08/24 15:45:00,1131.033,20.480,3.344
2015/08/24 16:00:00,1131.033,20.483,3.348
2015/08/24 16:15:00,1130.392,20.510,3.348
2015/08/24 16:30:00,1129.867,20.537,3.348
2015/08/24 16:45:00,1129.750,20.570,3.352
2015/08/24 17:00:00,1129.750,20.637,3.356
2015/08/24 17:15:00,1130.042,20.640,3.356
2015/08/24 17:30:00,1128.467,20.700,3.352
2015/08/24 17:45:00,1126.833,20.837,3.360
2015/08/24 18:00:00,1125.375,21.207,3.380
2015/08/24 18:15:00,1123.625,21.193,3.388
2015/08/24 18:30:00,1122.517,21.193,3.396
2015/08/24 18:45:00,1121.525,21.180,3.400
2015/08/24 19:00:00,1120.708,21.160,3.404
2015/08/24 19:15:00,1120.067,21.147,3.404
2015/08/24 19:30:00,1119.425,21.130,3.400
2015/08/24 19:45:00,1118.958,21.113,3.400
2015/08/24 20:00:00,1118.958,21.100,3.400
2015/08/24 20:15:00,1119.133,21.080,3.400
2015/08/24 20:30:00,1119.308,21.053,3.400
2015/08/24 20:45:00,1120.067,21.040,3.400
2015/08/24 21:00:00,1121.175,21.037,3.392
2015/08/24 21:15:00,1122.167,21.000,3.380
2015/08/24 21:30:00,1123.333,20.977,3.372
2015/08/24 21:45:00,1124.267,20.953,3.368
2015/08/24 22:00:00,1125.258,20.927,3.368
2015/08/24 22:15:00,1126.017,20.893,3.364
2015/08/24 22:30:00,1126.542,20.857,3.360
2015/08/24 22:45:00,1127.300,20.813,3.356
2015/08/24 23:00:00,1127.825,20.770,3.352
2015/08/24 23:15:00,1128.292,20.727,3.344
2015/08/24 23:30:00,1128.933,20.687,3.336
2015/08/24 23:45:00,1129.575,20.647,3.324
2015/08/25 00:00:00,1129.925,20.607,3.316
2015/08/25 00:15:00,1130.392,20.583,3.308
2015/08/25 00:30:00,1131.033,20.553,3.300
2015/08/25 00:45:00,1131.325,20.517,3.292
2015/08/25 01:00:00,1131.675,20.480,3.288
2015/08/25 01:15:00,1132.317,20.450,3.280
2015/08/25 01:30:00,1132.958,20.420,3.272
2015/08/25 01:45:00,1133.425,20.393,3.264
2015/08/25 02:00:00,1133.892,20.360,3.256
2015/08/25 02:15:00,1134.242,20.337,3.252
2015/08/25 02:30:00,1135.058,20.313,3.252
2015/08/25 02:45:00,1135.058,20.287,3.252
2015/08/25 03:00:00,1135.350,20.257,3.252
2015/08/25 03:15:00,1135.700,20.253,3.248
2015/08/25 03:30:00,1136.167,20.237,3.244
2015/08/25 03:45:00,1136.342,20.207,3.240
2015/08/25 04:00:00,1136.458,20.180,3.240
2015/08/25 04:15:00,1136.342,20.160,3.236
2015/08/25 04:30:00,1136.342,20.130,3.232
2015/08/25 04:45:00,1136.342,20.083,3.228
2015/08/25 05:00:00,1135.817,20.023,3.228
2015/08/25 05:15:00,1135.817,19.990,3.224
2015/08/25 05:30:00,1135.700,19.943,3.216
2015/08/25 05:45:00,1135.700,19.903,3.216
2015/08/25 06:00:00,1135.525,19.850,3.212
2015/08/25 06:15:00,1135.992,19.813,3.208
2015/08/25 06:30:00,1135.175,19.767,3.208
2015/08/25 06:45:00,1134.708,19.697,3.220
2015/08/25 07:00:00,1133.600,19.617,3.228
2015/08/25 07:15:00,1132.608,19.563,3.224
2015/08/25 07:30:00,1132.317,19.520,3.204
2015/08/25 07:45:00,1131.150,19.483,3.196
2015/08/25 08:00:00,1130.217,19.443,3.184
2015/08/25 08:15:00,1129.225,19.403,3.176
2015/08/25 08:30:00,1128.292,19.370,3.172
2015/08/25 08:45:00,1127.125,19.333,3.172
2015/08/25 09:00:00,1125.667,19.297,3.176
2015/08/25 09:15:00,1124.383,19.257,3.176
2015/08/25 09:30:00,1123.158,19.250,3.184
2015/08/25 09:45:00,1121.700,19.260,3.196
2015/08/25 10:00:00,1120.242,19.273,3.212
2015/08/25 10:15:00,1118.958,19.290,3.220
2015/08/25 10:30:00,1117.967,19.323,3.228
2015/08/25 10:45:00,1116.683,19.353,3.236
2015/08/25 11:00:00,1115.575,19.383,3.244
2015/08/25 11:15:00,1114.292,19.420,3.252
2015/08/25 11:30:00,1113.650,19.460,3.260
2015/08/25 11:45:00,1113.475,19.513,3.268
2015/08/25 12:00:00,1116.217,19.567,3.276
2015/08/25 12:15:00,1118.608,19.563,3.268
2015/08/25 12:30:00,1120.533,19.513,3.256
2015/08/25 12:45:00,1122.517,19.447,3.244
2015/08/25 13:00:00,1124.558,19.417,3.236
2015/08/25 13:15:00,1126.483,19.410,3.228
2015/08/25 13:30:00,1128.117,19.400,3.220
2015/08/25 13:45:00,1129.750,19.393,3.212
2015/08/25 14:00:00,1131.325,19.410,3.208
2015/08/25 14:15:00,1132.258,19.440,3.204
2015/08/25 14:30:00,1134.067,19.473,3.204
2015/08/25 14:45:00,1135.058,19.507,3.200
2015/08/25 15:00:00,1135.992,19.540,3.204
2015/08/25 15:15:00,1136.983,19.563,3.200
2015/08/25 15:30:00,1138.267,19.583,3.200
2015/08/25 15:45:00,1139.200,19.610,3.200
2015/08/25 16:00:00,1140.017,19.643,3.200
2015/08/25 16:15:00,1141.008,19.677,3.204
2015/08/25 16:30:00,1141.475,19.713,3.204
2015/08/25 16:45:00,1142.117,19.733,3.208
2015/08/25 17:00:00,1142.408,19.757,3.212
2015/08/25 17:15:00,1142.758,19.767,3.212
2015/08/25 17:30:00,1142.933,19.763,3.212
2015/08/25 17:45:00,1142.758,19.760,3.212
2015/08/25 18:00:00,1143.400,19.753,3.216
2015/08/25 18:15:00,1142.583,19.750,3.216
